location_name,location_type,code,parent_code,island_group
Dipintin,Barangay,0010,004,Luzon
Divisoria Norte,Barangay,0011,004,Luzon
Dumabato Norte,Barangay,0012,004,Luzon
Dumabato Sur,Barangay,0013,004,Luzon
Lusod,Barangay,0014,004,Luzon
Manglad,Barangay,0015,004,Luzon
Pedlisan,Barangay,0016,004,Luzon
Poblacion Norte,Barangay,0017,004,Luzon
San Bernabe,Barangay,0019,004,Luzon
San Dionisio I,Barangay,0021,004,Luzon
San Martin,Barangay,0023,004,Luzon
San Pedro,Barangay,0024,004,Luzon
San Salvador,Barangay,0025,004,Luzon
Santo Niño,Barangay,0026,004,Luzon
Santo Tomas,Barangay,0027,004,Luzon
Villa Gracia,Barangay,0028,004,Luzon
Villa Hermosa Sur,Barangay,0029,004,Luzon
Villa Hermosa Norte,Barangay,0030,004,Luzon
Ysmael,Barangay,0032,004,Luzon
Villa Agullana,Barangay,0034,004,Luzon
Poblacion Sur,Barangay,0036,004,Luzon
Villa Jose V Ylanan,Barangay,0037,004,Luzon
Jose Ancheta,Barangay,0038,004,Luzon
Santa Maria,Barangay,0039,004,Luzon
Dibul,Barangay,0001,005,Luzon
La Paz,Barangay,0002,005,Luzon
Magsaysay ,Barangay,0003,005,Luzon
Rizal ,Barangay,0004,005,Luzon
Salvacion,Barangay,0005,005,Luzon
Santo Tomas,Barangay,0006,005,Luzon
Tres Reyes,Barangay,0007,005,Luzon
Cardenas,Barangay,0008,005,Luzon
Gamis,Barangay,0009,005,Luzon
Anak,Barangay,0001,006,Luzon
Dipantan,Barangay,0002,006,Luzon
Dissimungal,Barangay,0003,006,Luzon
Guino,Barangay,0004,006,Luzon
La Conwap,Barangay,0005,006,Luzon
Landingan,Barangay,0006,006,Luzon
Mataddi,Barangay,0007,006,Luzon
Matmad,Barangay,0008,006,Luzon
Old Gumiad,Barangay,0009,006,Luzon
Ponggo,Barangay,0010,006,Luzon
San Dionisio II,Barangay,0011,006,Luzon
San Pugo,Barangay,0012,006,Luzon
San Ramos,Barangay,0013,006,Luzon
Sangbay,Barangay,0014,006,Luzon
Wasid,Barangay,0015,006,Luzon
Asaklat,Barangay,0016,006,Luzon
Bangkal,Barangay,0001,001,Luzon
Calaylayan ,Barangay,0002,001,Luzon
Capitangan,Barangay,0003,001,Luzon
Gabon,Barangay,0004,001,Luzon
Laon ,Barangay,0006,001,Luzon
Mabatang,Barangay,0007,001,Luzon
Omboy,Barangay,0008,001,Luzon
Salian,Barangay,0010,001,Luzon
Wawa ,Barangay,0011,001,Luzon
Bagumbayan ,Barangay,0001,002,Luzon
Banawang,Barangay,0002,002,Luzon
Binuangan,Barangay,0003,002,Luzon
Binukawan,Barangay,0004,002,Luzon
Ibaba,Barangay,0006,002,Luzon
Ibis,Barangay,0007,002,Luzon
Pag-asa,Barangay,0008,002,Luzon
Parang,Barangay,0009,002,Luzon
Paysawan,Barangay,0010,002,Luzon
Quinawan,Barangay,0012,002,Luzon
San Antonio,Barangay,0013,002,Luzon
Saysain,Barangay,0014,002,Luzon
Tabing-Ilog ,Barangay,0015,002,Luzon
Atilano L. Ricardo,Barangay,0016,002,Luzon
Bagumbayan,Barangay,0001,003,Luzon
Cabog-Cabog,Barangay,0003,003,Luzon
Munting Batangas,Barangay,0004,003,Luzon
Cataning,Barangay,0005,003,Luzon
Central,Barangay,0006,003,Luzon
Cupang Proper,Barangay,0008,003,Luzon
Cupang West,Barangay,0009,003,Luzon
Dangcol,Barangay,0010,003,Luzon
Ibayo,Barangay,0011,003,Luzon
Malabia,Barangay,0012,003,Luzon
Poblacion,Barangay,0013,003,Luzon
Pto. Rivas Ibaba,Barangay,0014,003,Luzon
Pto. Rivas Itaas,Barangay,0015,003,Luzon
San Jose,Barangay,0016,003,Luzon
Sibacan,Barangay,0017,003,Luzon
Camacho,Barangay,0018,003,Luzon
Talisay,Barangay,0019,003,Luzon
Tanato,Barangay,0020,003,Luzon
Tenejero,Barangay,0021,003,Luzon
Tortugas,Barangay,0022,003,Luzon
Tuyo,Barangay,0023,003,Luzon
Bagong Silang,Barangay,0024,003,Luzon
Cupang North,Barangay,0025,003,Luzon
Doña Francisca,Barangay,0026,003,Luzon
Lote,Barangay,0027,003,Luzon
Bangal,Barangay,0002,004,Luzon
Bonifacio ,Barangay,0003,004,Luzon
Burgos ,Barangay,0006,004,Luzon
Colo,Barangay,0007,004,Luzon
Daang Bago,Barangay,0008,004,Luzon
Dalao,Barangay,0009,004,Luzon
Del Pilar ,Barangay,0010,004,Luzon
Gen. Luna ,Barangay,0011,004,Luzon
Gomez ,Barangay,0012,004,Luzon
Happy Valley,Barangay,0013,004,Luzon
Kataasan,Barangay,0014,004,Luzon
Layac,Barangay,0015,004,Luzon
Luacan,Barangay,0016,004,Luzon
Mabini Proper ,Barangay,0017,004,Luzon
Mabini Ext. ,Barangay,0018,004,Luzon
Magsaysay,Barangay,0019,004,Luzon
Naparing,Barangay,0020,004,Luzon
New San Jose,Barangay,0021,004,Luzon
Old San Jose,Barangay,0022,004,Luzon
Padre Dandan ,Barangay,0023,004,Luzon
Pag-asa,Barangay,0024,004,Luzon
Pagalanggang,Barangay,0025,004,Luzon
Pinulot,Barangay,0026,004,Luzon
Pita,Barangay,0027,004,Luzon
Rizal ,Barangay,0029,004,Luzon
Roosevelt,Barangay,0030,004,Luzon
Roxas ,Barangay,0031,004,Luzon
Saguing,Barangay,0032,004,Luzon
San Benito,Barangay,0033,004,Luzon
San Isidro ,Barangay,0034,004,Luzon
San Pablo,Barangay,0035,004,Luzon
San Ramon,Barangay,0036,004,Luzon
San Simon,Barangay,0037,004,Luzon
Santo Niño,Barangay,0038,004,Luzon
Sapang Balas,Barangay,0039,004,Luzon
Santa Isabel,Barangay,0040,004,Luzon
Torres Bugauen ,Barangay,0041,004,Luzon
Tucop,Barangay,0042,004,Luzon
Zamora ,Barangay,0043,004,Luzon
Aquino,Barangay,0044,004,Luzon
Bayan-bayanan,Barangay,0045,004,Luzon
Maligaya,Barangay,0046,004,Luzon
Payangan,Barangay,0047,004,Luzon
Pentor,Barangay,0048,004,Luzon
Tubo-tubo,Barangay,0049,004,Luzon
"Jose C. Payumo, Jr.",Barangay,0050,004,Luzon
A. Rivera ,Barangay,0001,005,Luzon
Almacen,Barangay,0002,005,Luzon
Bacong,Barangay,0003,005,Luzon
Balsic,Barangay,0004,005,Luzon
Bamban,Barangay,0005,005,Luzon
Burgos-Soliman ,Barangay,0006,005,Luzon
Cataning ,Barangay,0007,005,Luzon
Culis,Barangay,0008,005,Luzon
Daungan ,Barangay,0009,005,Luzon
Mabiga,Barangay,0010,005,Luzon
Mabuco,Barangay,0011,005,Luzon
Maite,Barangay,0012,005,Luzon
Mambog - Mandama,Barangay,0013,005,Luzon
Palihan,Barangay,0014,005,Luzon
Pandatung,Barangay,0015,005,Luzon
Pulo,Barangay,0016,005,Luzon
Saba,Barangay,0017,005,Luzon
San Pedro ,Barangay,0019,005,Luzon
Santo Cristo ,Barangay,0020,005,Luzon
Sumalo,Barangay,0021,005,Luzon
Tipo,Barangay,0023,005,Luzon
Judge Roman Cruz Sr.,Barangay,0024,005,Luzon
Sacrifice Valley,Barangay,0025,005,Luzon
Alangan,Barangay,0001,006,Luzon
Kitang I,Barangay,0002,006,Luzon
Kitang 2 & Luz,Barangay,0003,006,Luzon
Lamao,Barangay,0004,006,Luzon
Landing,Barangay,0006,006,Luzon
Poblacion,Barangay,0007,006,Luzon
Reformista,Barangay,0008,006,Luzon
Townsite,Barangay,0009,006,Luzon
Wawa,Barangay,0012,006,Luzon
Duale,Barangay,0013,006,Luzon
San Francisco de Asis,Barangay,0014,006,Luzon
St. Francis II,Barangay,0015,006,Luzon
Alas-asin,Barangay,0001,007,Luzon
Alion,Barangay,0002,007,Luzon
Batangas II,Barangay,0003,007,Luzon
Cabcaben,Barangay,0004,007,Luzon
Lucanin,Barangay,0005,007,Luzon
Baseco Country,Barangay,0006,007,Luzon
Poblacion,Barangay,0008,007,Luzon
San Carlos,Barangay,0009,007,Luzon
San Isidro,Barangay,0010,007,Luzon
Sisiman,Barangay,0011,007,Luzon
Balon-Anito,Barangay,0013,007,Luzon
Biaan,Barangay,0014,007,Luzon
Camaya,Barangay,0015,007,Luzon
Ipag,Barangay,0016,007,Luzon
Malaya,Barangay,0017,007,Luzon
Maligaya,Barangay,0018,007,Luzon
Mt. View,Barangay,0019,007,Luzon
Townsite,Barangay,0020,007,Luzon
Binaritan,Barangay,0001,008,Luzon
Mabayo,Barangay,0002,008,Luzon
Nagbalayong,Barangay,0003,008,Luzon
Poblacion,Barangay,0004,008,Luzon
Sabang,Barangay,0005,008,Luzon
Bagong Paraiso ,Barangay,0001,009,Luzon
Balut ,Barangay,0002,009,Luzon
Bayan ,Barangay,0003,009,Luzon
Calero ,Barangay,0004,009,Luzon
Paking-Carbonero ,Barangay,0005,009,Luzon
Centro II ,Barangay,0006,009,Luzon
Dona,Barangay,0007,009,Luzon
Kaparangan,Barangay,0008,009,Luzon
Masantol,Barangay,0009,009,Luzon
Mulawin,Barangay,0010,009,Luzon
Pag-asa,Barangay,0011,009,Luzon
Palihan ,Barangay,0012,009,Luzon
Pantalan Bago ,Barangay,0013,009,Luzon
Pantalan Luma ,Barangay,0014,009,Luzon
Parang Parang ,Barangay,0015,009,Luzon
Centro I ,Barangay,0016,009,Luzon
Sibul,Barangay,0017,009,Luzon
Silahis,Barangay,0018,009,Luzon
Tala,Barangay,0019,009,Luzon
Talimundoc,Barangay,0020,009,Luzon
Tapulao,Barangay,0021,009,Luzon
Tenejero ,Barangay,0022,009,Luzon
Tugatog,Barangay,0023,009,Luzon
Wawa ,Barangay,0024,009,Luzon
Apollo,Barangay,0025,009,Luzon
Kabalutan,Barangay,0026,009,Luzon
Maria Fe,Barangay,0027,009,Luzon
Puksuan,Barangay,0028,009,Luzon
Tagumpay,Barangay,0029,009,Luzon
Arellano ,Barangay,0001,010,Luzon
Bagumbayan ,Barangay,0002,010,Luzon
Balagtas ,Barangay,0003,010,Luzon
Balut ,Barangay,0004,010,Luzon
Bantan,Barangay,0007,010,Luzon
Bilolo,Barangay,0008,010,Luzon
Calungusan,Barangay,0009,010,Luzon
Camachile,Barangay,0010,010,Luzon
Daang Bago ,Barangay,0011,010,Luzon
Daang Bilolo ,Barangay,0012,010,Luzon
Daang Pare,Barangay,0013,010,Luzon
General Lim,Barangay,0014,010,Luzon
Kapunitan,Barangay,0016,010,Luzon
Lati ,Barangay,0017,010,Luzon
Lusungan ,Barangay,0018,010,Luzon
Puting Buhangin,Barangay,0020,010,Luzon
Sabatan,Barangay,0021,010,Luzon
San Vicente ,Barangay,0022,010,Luzon
Santo Domingo,Barangay,0024,010,Luzon
Villa Angeles ,Barangay,0027,010,Luzon
Wakas ,Barangay,0028,010,Luzon
Wawa ,Barangay,0029,010,Luzon
Santa Elena,Barangay,0030,010,Luzon
Ala-uli,Barangay,0001,011,Luzon
Bagumbayan,Barangay,0003,011,Luzon
Balut I,Barangay,0005,011,Luzon
Balut II,Barangay,0006,011,Luzon
Bantan Munti,Barangay,0007,011,Luzon
Burgos,Barangay,0009,011,Luzon
Del Rosario ,Barangay,0011,011,Luzon
Diwa,Barangay,0012,011,Luzon
Landing,Barangay,0013,011,Luzon
Liyang,Barangay,0014,011,Luzon
Nagwaling,Barangay,0016,011,Luzon
Panilao,Barangay,0019,011,Luzon
Pantingan,Barangay,0020,011,Luzon
Poblacion,Barangay,0021,011,Luzon
Rizal ,Barangay,0022,011,Luzon
Santa Rosa,Barangay,0023,011,Luzon
Wakas North,Barangay,0025,011,Luzon
Wakas South,Barangay,0026,011,Luzon
Wawa,Barangay,0027,011,Luzon
East Calaguiman ,Barangay,0001,012,Luzon
East Daang Bago ,Barangay,0002,012,Luzon
Ibaba ,Barangay,0003,012,Luzon
Imelda,Barangay,0004,012,Luzon
Lalawigan,Barangay,0005,012,Luzon
Palili,Barangay,0006,012,Luzon
San Juan ,Barangay,0008,012,Luzon
San Roque ,Barangay,0009,012,Luzon
Santa Lucia,Barangay,0010,012,Luzon
Sapa,Barangay,0011,012,Luzon
Tabing Ilog,Barangay,0012,012,Luzon
Gugo,Barangay,0013,012,Luzon
West Calaguiman ,Barangay,0014,012,Luzon
West Daang Bago ,Barangay,0015,012,Luzon
Banaban,Barangay,0001,001,Luzon
Baybay,Barangay,0002,001,Luzon
Binagbag,Barangay,0003,001,Luzon
Donacion,Barangay,0005,001,Luzon
Encanto,Barangay,0006,001,Luzon
Laog,Barangay,0007,001,Luzon
Marungko,Barangay,0008,001,Luzon
Niugan,Barangay,0009,001,Luzon
Paltok,Barangay,0010,001,Luzon
Pulong Yantok,Barangay,0013,001,Luzon
San Roque ,Barangay,0014,001,Luzon
Santa Cruz ,Barangay,0015,001,Luzon
Santa Lucia,Barangay,0016,001,Luzon
Santo Cristo ,Barangay,0017,001,Luzon
Sulucan,Barangay,0018,001,Luzon
Taboc,Barangay,0019,001,Luzon
Borol 2nd,Barangay,0002,002,Luzon
Borol 1st,Barangay,0003,002,Luzon
Dalig,Barangay,0004,002,Luzon
Longos,Barangay,0005,002,Luzon
Panginay,Barangay,0007,002,Luzon
Pulong Gubat,Barangay,0008,002,Luzon
San Juan,Barangay,0009,002,Luzon
Santol,Barangay,0010,002,Luzon
Wawa ,Barangay,0011,002,Luzon
Bagong Nayon,Barangay,0001,003,Luzon
Barangca,Barangay,0002,003,Luzon
Calantipay,Barangay,0003,003,Luzon
Catulinan,Barangay,0004,003,Luzon
Concepcion,Barangay,0005,003,Luzon
Hinukay,Barangay,0006,003,Luzon
Makinabang,Barangay,0007,003,Luzon
Matangtubig,Barangay,0008,003,Luzon
Pagala,Barangay,0010,003,Luzon
Paitan,Barangay,0011,003,Luzon
Piel,Barangay,0012,003,Luzon
Pinagbarilan,Barangay,0013,003,Luzon
Poblacion,Barangay,0014,003,Luzon
Sabang,Barangay,0016,003,Luzon
San Jose,Barangay,0017,003,Luzon
San Roque,Barangay,0018,003,Luzon
Santa Barbara,Barangay,0019,003,Luzon
Santo Cristo,Barangay,0020,003,Luzon
Santo Niño,Barangay,0021,003,Luzon
Subic,Barangay,0022,003,Luzon
Sulivan,Barangay,0023,003,Luzon
Tangos,Barangay,0024,003,Luzon
Tarcan,Barangay,0025,003,Luzon
Tiaong,Barangay,0026,003,Luzon
Tibag,Barangay,0027,003,Luzon
Tilapayong,Barangay,0028,003,Luzon
Virgen delas Flores,Barangay,0030,003,Luzon
Antipona,Barangay,0001,004,Luzon
Bagumbayan,Barangay,0002,004,Luzon
Bambang,Barangay,0003,004,Luzon
Batia,Barangay,0004,004,Luzon
Biñang 1st,Barangay,0005,004,Luzon
Biñang 2nd,Barangay,0006,004,Luzon
Bolacan,Barangay,0007,004,Luzon
Bundukan,Barangay,0008,004,Luzon
Bunlo,Barangay,0009,004,Luzon
Caingin,Barangay,0010,004,Luzon
Duhat,Barangay,0011,004,Luzon
Igulot,Barangay,0012,004,Luzon
Lolomboy,Barangay,0013,004,Luzon
Poblacion,Barangay,0014,004,Luzon
Sulucan,Barangay,0015,004,Luzon
Taal,Barangay,0016,004,Luzon
Tambobong,Barangay,0017,004,Luzon
Turo,Barangay,0018,004,Luzon
Wakas,Barangay,0019,004,Luzon
Bagumbayan,Barangay,0001,005,Luzon
Balubad,Barangay,0002,005,Luzon
Bambang,Barangay,0003,005,Luzon
Matungao,Barangay,0004,005,Luzon
Maysantol,Barangay,0005,005,Luzon
Perez,Barangay,0006,005,Luzon
Pitpitan,Barangay,0007,005,Luzon
San Francisco,Barangay,0009,005,Luzon
San Jose ,Barangay,0010,005,Luzon
San Nicolas,Barangay,0012,005,Luzon
Santa Ana,Barangay,0013,005,Luzon
Santa Ines,Barangay,0014,005,Luzon
Taliptip,Barangay,0015,005,Luzon
Tibig,Barangay,0016,005,Luzon
Bonga Mayor,Barangay,0001,006,Luzon
Bonga Menor,Barangay,0002,006,Luzon
Buisan,Barangay,0003,006,Luzon
Camachilihan,Barangay,0004,006,Luzon
Cambaog,Barangay,0005,006,Luzon
Catacte,Barangay,0006,006,Luzon
Liciada,Barangay,0007,006,Luzon
Malamig,Barangay,0008,006,Luzon
Malawak,Barangay,0009,006,Luzon
Poblacion,Barangay,0010,006,Luzon
San Pedro,Barangay,0011,006,Luzon
Talampas,Barangay,0012,006,Luzon
Tanawan,Barangay,0013,006,Luzon
Tibagan,Barangay,0014,006,Luzon
Balite,Barangay,0001,007,Luzon
Balungao,Barangay,0002,007,Luzon
Buguion,Barangay,0004,007,Luzon
Bulusan,Barangay,0005,007,Luzon
Calizon,Barangay,0006,007,Luzon
Calumpang,Barangay,0007,007,Luzon
Caniogan,Barangay,0008,007,Luzon
Corazon,Barangay,0009,007,Luzon
Frances,Barangay,0010,007,Luzon
Gatbuca,Barangay,0011,007,Luzon
Gugo,Barangay,0012,007,Luzon
Iba Este,Barangay,0013,007,Luzon
Iba O'Este,Barangay,0014,007,Luzon
Longos,Barangay,0015,007,Luzon
Meysulao,Barangay,0016,007,Luzon
Meyto,Barangay,0017,007,Luzon
Palimbang,Barangay,0018,007,Luzon
Panducot,Barangay,0019,007,Luzon
Pio Cruzcosa,Barangay,0020,007,Luzon
Poblacion,Barangay,0021,007,Luzon
Pungo,Barangay,0022,007,Luzon
San Jose,Barangay,0023,007,Luzon
San Marcos,Barangay,0024,007,Luzon
San Miguel,Barangay,0025,007,Luzon
Santa Lucia,Barangay,0026,007,Luzon
Santo Niño,Barangay,0027,007,Luzon
Sapang Bayan,Barangay,0028,007,Luzon
Sergio Bayan,Barangay,0029,007,Luzon
Sucol,Barangay,0030,007,Luzon
Cutcut,Barangay,0001,008,Luzon
Daungan,Barangay,0002,008,Luzon
Ilang-Ilang,Barangay,0003,008,Luzon
Malis,Barangay,0004,008,Luzon
Panginay,Barangay,0005,008,Luzon
Poblacion,Barangay,0006,008,Luzon
Pritil,Barangay,0007,008,Luzon
Pulong Gubat,Barangay,0008,008,Luzon
Santa Cruz,Barangay,0009,008,Luzon
Santa Rita,Barangay,0010,008,Luzon
Tabang,Barangay,0011,008,Luzon
Tabe,Barangay,0012,008,Luzon
Tiaong,Barangay,0013,008,Luzon
Tuktukan,Barangay,0015,008,Luzon
Abulalas,Barangay,0001,009,Luzon
Carillo,Barangay,0002,009,Luzon
Iba,Barangay,0003,009,Luzon
Mercado,Barangay,0004,009,Luzon
Palapat,Barangay,0005,009,Luzon
Pugad,Barangay,0006,009,Luzon
Sagrada Familia,Barangay,0007,009,Luzon
San Agustin,Barangay,0008,009,Luzon
San Isidro,Barangay,0009,009,Luzon
San Jose,Barangay,0011,009,Luzon
San Juan,Barangay,0012,009,Luzon
San Miguel,Barangay,0013,009,Luzon
San Nicolas,Barangay,0014,009,Luzon
San Pablo,Barangay,0015,009,Luzon
San Pascual,Barangay,0016,009,Luzon
San Pedro,Barangay,0017,009,Luzon
San Roque,Barangay,0018,009,Luzon
San Sebastian,Barangay,0019,009,Luzon
Santa Cruz,Barangay,0020,009,Luzon
Santa Elena,Barangay,0021,009,Luzon
Santa Monica,Barangay,0022,009,Luzon
Santo Niño ,Barangay,0023,009,Luzon
Santo Rosario,Barangay,0024,009,Luzon
Tampok,Barangay,0025,009,Luzon
Tibaguin,Barangay,0026,009,Luzon
Iba-Ibayo,Barangay,0027,009,Luzon
Anilao,Barangay,0001,010,Luzon
Atlag,Barangay,0002,010,Luzon
Babatnin,Barangay,0003,010,Luzon
Bagna,Barangay,0004,010,Luzon
Bagong Bayan,Barangay,0005,010,Luzon
Balayong,Barangay,0006,010,Luzon
Balite,Barangay,0007,010,Luzon
Bangkal,Barangay,0008,010,Luzon
Barihan,Barangay,0010,010,Luzon
Bulihan,Barangay,0012,010,Luzon
Bungahan,Barangay,0013,010,Luzon
Dakila,Barangay,0014,010,Luzon
Guinhawa,Barangay,0015,010,Luzon
Caingin,Barangay,0016,010,Luzon
Calero,Barangay,0017,010,Luzon
Caliligawan,Barangay,0018,010,Luzon
Canalate,Barangay,0019,010,Luzon
Caniogan,Barangay,0020,010,Luzon
Catmon,Barangay,0021,010,Luzon
Ligas,Barangay,0022,010,Luzon
Liang,Barangay,0023,010,Luzon
Longos,Barangay,0025,010,Luzon
Look 1st,Barangay,0026,010,Luzon
Look 2nd,Barangay,0027,010,Luzon
Lugam,Barangay,0028,010,Luzon
Mabolo,Barangay,0029,010,Luzon
Mambog,Barangay,0031,010,Luzon
Masile,Barangay,0032,010,Luzon
Matimbo,Barangay,0033,010,Luzon
Mojon,Barangay,0034,010,Luzon
Namayan,Barangay,0035,010,Luzon
Niugan,Barangay,0036,010,Luzon
Pamarawan,Barangay,0037,010,Luzon
Panasahan,Barangay,0038,010,Luzon
Pinagbakahan,Barangay,0039,010,Luzon
San Agustin,Barangay,0041,010,Luzon
San Gabriel,Barangay,0042,010,Luzon
San Juan,Barangay,0043,010,Luzon
San Pablo,Barangay,0044,010,Luzon
San Vicente ,Barangay,0045,010,Luzon
Santiago,Barangay,0046,010,Luzon
Santisima Trinidad,Barangay,0047,010,Luzon
Santo Cristo,Barangay,0048,010,Luzon
Santo Niño ,Barangay,0049,010,Luzon
Santo Rosario ,Barangay,0050,010,Luzon
Santor,Barangay,0051,010,Luzon
Sumapang Bata,Barangay,0052,010,Luzon
Sumapang Matanda,Barangay,0053,010,Luzon
Taal,Barangay,0054,010,Luzon
Tikay,Barangay,0055,010,Luzon
Cofradia,Barangay,0056,010,Luzon
Abangan Norte,Barangay,0001,011,Luzon
Abangan Sur,Barangay,0002,011,Luzon
Ibayo,Barangay,0003,011,Luzon
Lambakin,Barangay,0004,011,Luzon
Lias,Barangay,0005,011,Luzon
Loma de Gato,Barangay,0006,011,Luzon
Nagbalon,Barangay,0007,011,Luzon
Patubig,Barangay,0008,011,Luzon
Poblacion I,Barangay,0009,011,Luzon
Poblacion II,Barangay,0010,011,Luzon
Prenza I,Barangay,0011,011,Luzon
Prenza II,Barangay,0012,011,Luzon
Santa Rosa I,Barangay,0013,011,Luzon
Santa Rosa II,Barangay,0014,011,Luzon
Saog,Barangay,0015,011,Luzon
Tabing Ilog,Barangay,0016,011,Luzon
Bagbaguin,Barangay,0001,012,Luzon
Bahay Pare,Barangay,0002,012,Luzon
Bancal,Barangay,0003,012,Luzon
Banga,Barangay,0004,012,Luzon
Bayugo,Barangay,0005,012,Luzon
Calvario,Barangay,0006,012,Luzon
Camalig,Barangay,0007,012,Luzon
Hulo,Barangay,0008,012,Luzon
Iba,Barangay,0009,012,Luzon
Langka,Barangay,0010,012,Luzon
Lawa,Barangay,0011,012,Luzon
Libtong,Barangay,0012,012,Luzon
Liputan,Barangay,0013,012,Luzon
Longos,Barangay,0014,012,Luzon
Malhacan,Barangay,0015,012,Luzon
Pajo,Barangay,0016,012,Luzon
Pandayan,Barangay,0017,012,Luzon
Pantoc,Barangay,0018,012,Luzon
Perez,Barangay,0019,012,Luzon
Poblacion,Barangay,0020,012,Luzon
Saluysoy,Barangay,0021,012,Luzon
Saint Francis (Gasak),Barangay,0022,012,Luzon
Tugatog,Barangay,0023,012,Luzon
Ubihan,Barangay,0024,012,Luzon
Zamora,Barangay,0025,012,Luzon
Caingin,Barangay,0026,012,Luzon
Bangkal,Barangay,0003,013,Luzon
Baraka,Barangay,0004,013,Luzon
Bigte,Barangay,0006,013,Luzon
Bitungol,Barangay,0007,013,Luzon
Matictic,Barangay,0015,013,Luzon
Minuyan,Barangay,0016,013,Luzon
Partida,Barangay,0020,013,Luzon
Pinagtulayan,Barangay,0021,013,Luzon
Poblacion,Barangay,0022,013,Luzon
San Mateo,Barangay,0024,013,Luzon
Tigbe,Barangay,0031,013,Luzon
San Lorenzo,Barangay,0032,013,Luzon
Friendship Village Resources,Barangay,0033,013,Luzon
Binuangan,Barangay,0001,014,Luzon
Catanghalan,Barangay,0002,014,Luzon
Hulo,Barangay,0003,014,Luzon
Lawa,Barangay,0004,014,Luzon
Salambao,Barangay,0005,014,Luzon
Paco,Barangay,0006,014,Luzon
Pag-asa ,Barangay,0007,014,Luzon
Paliwas,Barangay,0008,014,Luzon
Panghulo,Barangay,0009,014,Luzon
San Pascual,Barangay,0010,014,Luzon
Tawiran,Barangay,0011,014,Luzon
Bagbaguin,Barangay,0001,015,Luzon
Bagong Barrio,Barangay,0002,015,Luzon
Bunsuran III,Barangay,0003,015,Luzon
Bunsuran I,Barangay,0004,015,Luzon
Bunsuran II,Barangay,0005,015,Luzon
Cacarong Bata,Barangay,0006,015,Luzon
Cacarong Matanda,Barangay,0007,015,Luzon
Cupang,Barangay,0008,015,Luzon
Malibong Bata,Barangay,0009,015,Luzon
Malibong Matanda,Barangay,0010,015,Luzon
Manatal,Barangay,0011,015,Luzon
Mapulang Lupa,Barangay,0012,015,Luzon
Masagana,Barangay,0013,015,Luzon
Masuso,Barangay,0014,015,Luzon
Pinagkuartelan,Barangay,0015,015,Luzon
Poblacion,Barangay,0016,015,Luzon
Real de Cacarong,Barangay,0017,015,Luzon
San Roque,Barangay,0018,015,Luzon
Siling Bata,Barangay,0019,015,Luzon
Siling Matanda,Barangay,0020,015,Luzon
Baka-bakahan,Barangay,0021,015,Luzon
Santo Niño,Barangay,0022,015,Luzon
Binakod,Barangay,0001,016,Luzon
Kapitangan,Barangay,0002,016,Luzon
Malumot,Barangay,0003,016,Luzon
Masukol,Barangay,0004,016,Luzon
Pinalagdan,Barangay,0006,016,Luzon
Poblacion,Barangay,0007,016,Luzon
San Isidro I,Barangay,0009,016,Luzon
San Isidro II,Barangay,0010,016,Luzon
San Jose,Barangay,0011,016,Luzon
San Roque,Barangay,0012,016,Luzon
San Vicente,Barangay,0013,016,Luzon
Santa Cruz,Barangay,0014,016,Luzon
Santo Niño,Barangay,0015,016,Luzon
Santo Rosario,Barangay,0016,016,Luzon
Agnaya,Barangay,0001,017,Luzon
Bagong Silang,Barangay,0002,017,Luzon
Banga I,Barangay,0003,017,Luzon
Banga II,Barangay,0004,017,Luzon
Bintog,Barangay,0005,017,Luzon
Bulihan,Barangay,0006,017,Luzon
Culianin,Barangay,0007,017,Luzon
Dampol,Barangay,0008,017,Luzon
Lagundi,Barangay,0010,017,Luzon
Lalangan,Barangay,0011,017,Luzon
Lumang Bayan,Barangay,0012,017,Luzon
Parulan,Barangay,0014,017,Luzon
Poblacion,Barangay,0015,017,Luzon
Rueda,Barangay,0016,017,Luzon
San Jose,Barangay,0017,017,Luzon
Santa Ines,Barangay,0018,017,Luzon
Santo Niño,Barangay,0019,017,Luzon
Sipat,Barangay,0020,017,Luzon
Tabang,Barangay,0021,017,Luzon
Balatong A,Barangay,0001,018,Luzon
Balatong B,Barangay,0002,018,Luzon
Cutcot,Barangay,0003,018,Luzon
Dampol I,Barangay,0005,018,Luzon
Dampol II-A,Barangay,0006,018,Luzon
Dampol II-B,Barangay,0007,018,Luzon
Dulong Malabon,Barangay,0008,018,Luzon
Inaon,Barangay,0009,018,Luzon
Longos,Barangay,0010,018,Luzon
Lumbac,Barangay,0011,018,Luzon
Paltao,Barangay,0018,018,Luzon
Penabatan,Barangay,0020,018,Luzon
Poblacion,Barangay,0022,018,Luzon
Santa Peregrina,Barangay,0025,018,Luzon
Santo Cristo,Barangay,0026,018,Luzon
Taal,Barangay,0033,018,Luzon
Tabon,Barangay,0034,018,Luzon
Tibag,Barangay,0035,018,Luzon
Tinejero,Barangay,0037,018,Luzon
Akle,Barangay,0001,019,Luzon
Alagao,Barangay,0002,019,Luzon
Anyatam,Barangay,0003,019,Luzon
Bagong Barrio,Barangay,0006,019,Luzon
Basuit,Barangay,0007,019,Luzon
Bubulong Munti,Barangay,0008,019,Luzon
Bubulong Malaki,Barangay,0009,019,Luzon
Buhol na Mangga,Barangay,0010,019,Luzon
Bulusukan,Barangay,0011,019,Luzon
